0.52639,0.30892,0.16470,-0.47332,-0.07222,-0.45045,10,12,8,11,15,3,5
0.75620,0.24380,-999.00000,-0.60238,-0.51790,-999.00000,7,1,-999,37,25,-999,1
0.71530,0.28470,-999.00000,-0.68627,-0.68627,-999.00000,5,6,-999,44,44,-999,1
0.72229,0.18139,0.09632,-0.68763,0.12081,-0.52528,7,13,7,27,13,27,4
1.00000,-999.00000,-999.00000,-0.64248,-999.00000,-999.00000,25,-999,-999,27,-999,-999,0
0.87442,0.12558,-999.00000,-0.68062,-0.05113,-999.00000,7,8,-999,32,11,-999,0
1.00000,-999.00000,-999.00000,-0.68627,-999.00000,-999.00000,6,-999,-999,41,-999,-999,1
0.40832,0.22531,0.13044,-0.68517,-0.27619,-0.68394,6,8,6,38,13,31,5
0.64624,0.35376,-999.00000,-0.60238,-0.68517,-999.00000,5,2,-999,32,34,-999,0
1.00000,-999.00000,-999.00000,-0.29115,-999.00000,-999.00000,9,-999,-999,11,-999,-999,1
0.87432,0.08930,0.03638,-0.60238,-0.65915,-0.29115,9,7,5,35,48,13,1
0.41007,0.21507,0.21239,-0.44695,-0.41691,-0.00513,4,4,6,25,25,13,1
0.63712,0.36288,-999.00000,-0.53025,-0.27619,-999.00000,11,8,-999,27,11,-999,1
0.83640,0.16360,-999.00000,-0.32801,-0.21430,-999.00000,13,14,-999,40,23,-999,5
0.91691,0.08309,-999.00000,-0.36350,-0.25048,-999.00000,11,8,-999,11,11,-999,1
0.64242,0.35758,-999.00000,-0.10080,-0.32179,-999.00000,10,9,-999,9,17,-999,1
1.00000,-999.00000,-999.00000,-0.68517,-999.00000,-999.00000,8,-999,-999,32,-999,-999,0
1.00000,-999.00000,-999.00000,-0.18993,-999.00000,-999.00000,8,-999,-999,15,-999,-999,0
1.00000,-999.00000,-999.00000,0.24565,-999.00000,-999.00000,13,-999,-999,11,-999,-999,0
1.00000,-999.00000,-999.00000,0.00437,-999.00000,-999.00000,12,-999,-999,5,-999,-999,1
0.92047,0.07953,-999.00000,0.10172,-0.36812,-999.00000,13,10,-999,13,3,-999,1
0.79331,0.09193,0.09108,-0.31728,-0.00220,-0.60238,15,13,7,23,17,32,5
0.59543,0.26555,0.13902,-0.09070,-0.68627,-0.27619,10,6,8,13,43,11,1
1.00000,-999.00000,-999.00000,-0.53191,-999.00000,-999.00000,11,-999,-999,36,-999,-999,5
0.77942,0.14390,0.07668,0.24565,-0.68394,-0.15712,13,6,8,11,29,13,1
1.00000,-999.00000,-999.00000,-0.61258,-999.00000,-999.00000,4,-999,-999,52,-999,-999,4
0.86751,0.07353,0.05896,-0.20331,-0.61565,-0.08859,9,5,9,17,23,11,1
0.50374,0.40251,0.09375,0.07914,-0.64519,-0.27619,12,13,7,11,27,11,5
0.65374,0.26560,0.05812,-0.52528,0.14158,-0.19360,9,11,9,29,13,11,5
0.73566,0.26434,-999.00000,0.05996,-0.68394,-999.00000,13,3,-999,5,31,-999,0
0.50810,0.33110,0.16080,-0.68394,-0.58881,-0.29507,5,10,9,29,27,9,1
0.34934,0.32804,0.27287,0.09523,-0.29115,-0.58118,15,9,7,21,11,33,5
0.62494,0.37506,-999.00000,-0.00837,-0.52079,-999.00000,16,11,-999,21,30,-999,4
0.68826,0.31174,-999.00000,-0.47789,-0.45045,-999.00000,9,7,-999,3,3,-999,5
0.69244,0.18241,0.12515,0.03158,-0.60238,-0.68394,11,4,4,11,36,27,1
0.46794,0.24142,0.19303,-0.60090,0.14255,-0.15712,6,14,9,29,13,11,4
1.00000,-999.00000,-999.00000,-0.48274,-999.00000,-999.00000,12,-999,-999,23,-999,-999,0
0.51013,0.48987,-999.00000,-0.14013,-0.68517,-999.00000,10,5,-999,11,32,-999,1
1.00000,-999.00000,-999.00000,-0.60238,-999.00000,-999.00000,6,-999,-999,33,-999,-999,0
0.86521,0.07558,0.05922,0.14255,0.16776,-0.60313,13,12,7,11,11,32,1
1.00000,-999.00000,-999.00000,-0.68062,-999.00000,-999.00000,6,-999,-999,33,-999,-999,0
0.72594,0.16687,0.10719,-0.59033,-0.68635,-0.68627,10,7,4,33,47,44,1
1.00000,-999.00000,-999.00000,-0.61565,-999.00000,-999.00000,6,-999,-999,23,-999,-999,1
0.48319,0.34218,0.17464,-0.08692,-0.55280,-0.39674,10,9,6,13,3,7,1
1.00000,-999.00000,-999.00000,-0.49180,-999.00000,-999.00000,20,-999,-999,30,-999,-999,4
0.89850,0.05187,0.02883,0.24565,-0.68517,-0.42968,13,5,5,11,35,17,1
1.00000,-999.00000,-999.00000,-0.41691,-999.00000,-999.00000,5,-999,-999,25,-999,-999,0
0.68451,0.31549,-999.00000,-0.60814,-0.68394,-999.00000,7,4,-999,3,29,-999,5
0.91254,0.08746,-999.00000,-0.62083,-0.68517,-999.00000,17,1,-999,27,32,-999,4
0.64576,0.35424,-999.00000,-0.12429,-0.61258,-999.00000,14,4,-999,13,37,-999,1
0.86230,0.13770,-999.00000,-0.01978,-0.68394,-999.00000,11,1,-999,11,29,-999,0
0.32650,0.19366,0.17512,-0.52082,-0.61565,-0.68517,13,7,7,29,23,33,4
0.59855,0.40145,-999.00000,-0.51672,-0.68627,-999.00000,12,5,-999,17,52,-999,1
0.54636,0.45364,-999.00000,-0.13983,-0.21372,-999.00000,13,10,-999,3,13,-999,1
0.63157,0.36843,-999.00000,0.11139,-0.41701,-999.00000,15,15,-999,17,27,-999,4
1.00000,-999.00000,-999.00000,-0.66388,-999.00000,-999.00000,6,-999,-999,3,-999,-999,4
1.00000,-999.00000,-999.00000,-0.14298,-999.00000,-999.00000,24,-999,-999,17,-999,-999,1
1.00000,-999.00000,-999.00000,-0.15712,-999.00000,-999.00000,8,-999,-999,13,-999,-999,0
0.58641,0.17523,0.14622,0.13797,-0.69463,-0.18993,11,4,7,11,25,17,5
0.82556,0.09275,0.08169,-0.50291,-0.62582,-0.68394,14,8,9,31,34,29,1
0.95137,0.04863,-999.00000,-0.53982,-0.00581,-999.00000,13,6,-999,13,15,-999,4
0.64371,0.35629,-999.00000,-0.09296,-0.22594,-999.00000,11,8,-999,17,17,-999,5
1.00000,-999.00000,-999.00000,-0.60090,-999.00000,-999.00000,8,-999,-999,25,-999,-999,0
1.00000,-999.00000,-999.00000,-0.21625,-999.00000,-999.00000,15,-999,-999,11,-999,-999,0
0.34072,0.29665,0.18252,-0.50340,-0.00545,-0.00545,10,10,10,7,9,7,1
0.67645,0.32355,-999.00000,0.10086,-0.68635,-999.00000,11,7,-999,11,44,-999,1
0.36911,0.34063,0.29025,-0.20027,0.02762,-0.54565,14,10,13,7,15,30,5
0.31772,0.25962,0.22161,0.15107,0.09324,0.09324,12,10,10,13,11,11,1
0.76836,0.11742,0.11422,-0.61565,-0.68627,-0.68635,9,3,5,23,48,48,1
0.98260,0.01740,-999.00000,0.24912,-0.66388,-999.00000,14,5,-999,13,3,-999,1
0.53852,0.32039,0.14109,-0.14594,-0.18993,-0.39674,10,2,1,13,17,7,1
0.44109,0.25623,0.16768,0.13797,-0.66873,-0.32179,11,8,3,11,11,17,1
1.00000,-999.00000,-999.00000,0.04156,-999.00000,-999.00000,17,-999,-999,11,-999,-999,0
0.94630,0.05370,-999.00000,0.24565,-0.71304,-999.00000,14,6,-999,11,17,-999,0
1.00000,-999.00000,-999.00000,-0.37862,-999.00000,-999.00000,12,-999,-999,33,-999,-999,1
1.00000,-999.00000,-999.00000,-0.25048,-999.00000,-999.00000,4,-999,-999,13,-999,-999,5
0.56344,0.25461,0.18195,-0.15712,-0.68649,-0.24651,8,2,7,11,32,7,1
0.55172,0.15850,0.13533,-0.66335,-0.60238,-0.68517,10,7,8,43,39,32,5
1.00000,-999.00000,-999.00000,0.02511,-999.00000,-999.00000,13,-999,-999,13,-999,-999,1
0.76740,0.16284,0.03990,-0.51202,-0.68517,-0.49639,10,7,7,11,35,5,5
0.45401,0.21468,0.17335,-0.38429,-0.28777,-0.29115,8,5,6,19,21,11,4
0.82415,0.11111,0.06474,-0.04946,-0.68627,-0.29115,10,6,6,11,46,11,1
0.96364,0.03636,-999.00000,0.08639,-0.61565,-999.00000,12,4,-999,13,23,-999,1
0.82832,0.17168,-999.00000,0.24912,-0.68912,-999.00000,13,10,-999,13,32,-999,4
0.43414,0.40232,0.16354,-0.45088,0.06137,-0.47413,11,10,8,35,13,9,5
0.96543,0.03457,-999.00000,-0.64456,-0.32179,-999.00000,22,1,-999,35,17,-999,0
0.83936,0.11738,0.04326,-0.28340,-0.68517,-0.15712,13,3,8,11,36,11,1
0.84239,0.15761,-999.00000,0.15496,-0.68394,-999.00000,12,4,-999,11,27,-999,1
1.00000,-999.00000,-999.00000,-0.49293,-999.00000,-999.00000,19,-999,-999,27,-999,-999,1
0.77453,0.19209,0.03338,0.24354,-0.68394,-0.66388,16,3,6,11,31,3,1
1.00000,-999.00000,-999.00000,-0.53191,-999.00000,-999.00000,11,-999,-999,34,-999,-999,0
0.89333,0.08062,0.02605,0.13797,-0.62004,-0.32283,11,7,3,11,3,5,1
1.00000,-999.00000,-999.00000,-0.36938,-999.00000,-999.00000,12,-999,-999,23,-999,-999,0
1.00000,-999.00000,-999.00000,0.02160,-999.00000,-999.00000,19,-999,-999,13,-999,-999,4
0.40570,0.32835,0.15776,-0.48198,-0.68627,-0.68517,12,5,5,43,43,32,4
1.00000,-999.00000,-999.00000,-0.50018,-999.00000,-999.00000,17,-999,-999,35,-999,-999,0
0.95539,0.04461,-999.00000,-0.09806,-0.68517,-999.00000,26,1,-999,13,33,-999,1
0.76160,0.23840,-999.00000,0.03158,-0.68517,-999.00000,11,7,-999,13,36,-999,1
0.56894,0.43106,-999.00000,-0.68394,-0.68517,-999.00000,3,1,-999,31,37,-999,0
1.00000,-999.00000,-999.00000,-0.35358,-999.00000,-999.00000,11,-999,-999,11,-999,-999,0
0.55084,0.29855,0.13210,-0.24349,0.19502,-0.62441,16,12,7,23,13,29,1
0.79815,0.07128,0.04895,-0.37325,-0.23466,-0.11389,12,8,7,31,5,9,1
1.00000,-999.00000,-999.00000,0.18960,-999.00000,-999.00000,13,-999,-999,13,-999,-999,1
