7.68644,2.07854,0.52639,-0.47332,10,11,2.14027,16.45110,7.68644,2.07138,5
2.90457,2.61054,0.75620,-0.60238,7,37,3.12752,9.08411,2.90457,-2.63500,1
8.37593,2.58216,0.71530,-0.68627,5,44,2.18457,18.29777,8.37593,-2.63733,1
22.21490,2.45620,0.72229,-0.68763,7,27,1.87687,41.69441,22.21490,2.44736,4
63.06530,2.60648,1.00000,-0.64248,25,27,1.14894,72.45793,63.06530,2.59463,0
20.88037,1.99653,0.87442,-0.68062,7,32,0.99764,20.83101,20.88037,1.94956,0
20.35032,1.88251,1.00000,-0.68627,6,41,2.12024,43.14747,20.35032,1.92061,1
10.87976,2.39102,0.40832,-0.68517,6,38,1.52201,16.55913,10.87976,2.41839,5
4.70303,2.17859,0.64624,-0.60238,5,32,1.29400,6.08571,4.70303,-2.33627,0
8.03438,2.13245,1.00000,-0.29115,9,11,1.74665,14.03329,8.03438,2.15007,1
26.41039,2.47935,0.87432,-0.60238,9,35,1.98309,52.37418,26.41039,-2.48359,1
8.01818,2.70671,0.41007,-0.44695,4,25,2.54138,20.37724,8.01818,2.67742,1
6.30608,2.27626,0.63712,-0.53025,11,27,3.41709,21.54845,6.30608,2.30105,1
42.98007,2.33100,0.83640,-0.32801,13,40,0.99593,42.80516,42.98007,2.34002,5
21.55483,2.24787,0.91691,-0.36350,11,11,2.31733,49.94974,21.55483,-2.25643,1
12.44070,2.19117,0.64242,-0.10080,10,9,1.51335,18.82716,12.44070,-2.26093,1
21.23318,2.21025,1.00000,-0.68517,8,32,0.86679,18.40469,21.23318,-2.16445,0
8.82007,1.74479,1.00000,-0.18993,8,15,1.23170,10.86364,8.82007,1.79986,0
14.55620,1.81264,1.00000,0.24565,13,11,1.03566,15.07522,14.55620,-1.86331,0
15.28941,1.96058,1.00000,0.00437,12,5,1.93859,29.63994,15.28941,-1.95865,1
28.80953,2.25809,0.92047,0.10172,13,13,1.14829,33.08174,28.80953,2.24960,1
52.95816,2.60367,0.79331,-0.31728,15,23,1.25384,66.40092,52.95816,2.60900,5
20.41661,2.02929,0.59543,-0.09070,10,13,1.78927,36.53080,20.41661,1.98108,1
18.89395,2.05913,1.00000,-0.53191,11,36,1.59880,30.20763,18.89395,2.04206,5
29.86571,2.49422,0.77942,0.24565,13,11,1.13501,33.89777,29.86571,2.50184,1
9.21125,2.83195,1.00000,-0.61258,4,52,4.65244,42.85479,9.21125,2.76087,4
29.89890,1.85642,0.86751,-0.20331,9,17,2.01224,60.16375,29.89890,1.85646,1
19.93931,1.77759,0.50374,0.07914,12,11,1.32866,26.49252,19.93931,1.79430,5
23.52483,2.00791,0.65374,-0.52528,9,29,1.21068,28.48113,23.52483,-2.04434,5
10.93716,1.82318,0.73566,0.05996,13,5,1.48131,16.20135,10.93716,1.83797,0
10.13855,2.55741,0.50810,-0.68394,5,29,1.71790,17.41704,10.13855,-2.59693,1
22.31989,2.70619,0.34934,0.09523,15,21,1.45845,32.55244,22.31989,2.69521,5
11.96372,2.74099,0.62494,-0.00837,16,21,3.76333,45.02340,11.96372,-2.77766,4
4.82917,2.71729,0.68826,-0.47789,9,3,2.55238,12.32586,4.82917,2.68982,5
18.71021,2.09632,0.69244,0.03158,11,11,2.12031,39.67146,18.71021,2.10312,1
28.13048,2.07840,0.46794,-0.60090,6,29,2.21580,62.33155,28.13048,-2.09894,4
25.05134,2.63575,1.00000,-0.48274,12,23,1.18113,29.58884,25.05134,-2.63665,0
5.53338,2.48976,0.51013,-0.14013,10,11,3.77574,20.89257,5.53338,2.39193,1
9.09996,2.21742,1.00000,-0.60238,6,33,0.83574,7.60521,9.09996,2.13943,0
30.07172,2.65316,0.86521,0.14255,13,11,2.34100,70.39778,30.07172,2.64588,1
4.88203,2.52840,1.00000,-0.68062,6,33,2.18169,10.65110,4.88203,2.52374,0
25.35433,2.48931,0.72594,-0.59033,10,33,1.96997,49.94722,25.35433,2.53506,1
1.71754,2.34869,1.00000,-0.61565,6,23,3.09065,5.30832,1.71754,2.36283,1
8.09722,1.93396,0.48319,-0.08692,10,13,1.36704,11.06920,8.09722,1.98059,1
9.47643,2.27738,1.00000,-0.49180,20,30,4.90363,46.46885,9.47643,2.29469,4
52.59581,1.96360,0.89850,0.24565,13,11,1.08697,57.17019,52.59581,-1.98147,1
1.30495,2.82579,1.00000,-0.41691,5,25,1.15104,1.50205,1.30495,2.33299,0
5.40843,1.85436,0.68451,-0.60814,7,3,2.63966,14.27640,5.40843,1.86731,5
24.37974,1.92681,0.91254,-0.62083,17,27,3.03961,74.10487,24.37974,1.92372,4
25.40966,2.67036,0.64576,-0.12429,14,13,1.32073,33.55935,25.40966,2.67722,1
11.78834,1.97062,0.86230,-0.01978,11,11,1.22833,14.47992,11.78834,-1.95641,0
36.74452,1.83376,0.32650,-0.52082,13,29,1.83801,67.53683,36.74452,-1.80981,4
5.17903,2.66512,0.59855,-0.51672,12,17,1.83907,9.52458,5.17903,-2.67503,1
8.16362,2.48336,0.54636,-0.13983,13,3,1.80382,14.72572,8.16362,2.52495,1
31.10525,2.55017,0.63157,0.11139,15,17,1.49746,46.57894,31.10525,2.56471,4
0.95921,2.69475,1.00000,-0.66388,6,3,6.37740,6.11728,0.95921,2.79073,4
24.75822,2.34156,1.00000,-0.14298,24,17,2.82446,69.92857,24.75822,2.38676,1
3.79201,2.36097,1.00000,-0.15712,8,13,1.35689,5.14535,3.79201,-2.54367,0
22.07875,1.81828,0.58641,0.13797,11,11,1.53277,33.84171,22.07875,-1.80283,5
35.68383,2.31923,0.82556,-0.50291,14,31,2.23019,79.58177,35.68383,-2.30898,1
18.09116,2.58068,0.95137,-0.53982,13,13,3.07431,55.61785,18.09116,-2.61868,4
15.25111,2.21937,0.64371,-0.09296,11,17,1.33858,20.41484,15.25111,2.23692,5
10.70175,2.39838,1.00000,-0.60090,8,25,1.31583,14.08168,10.70175,-2.43360,0
6.75748,2.58285,1.00000,-0.21625,15,11,2.78684,18.83202,6.75748,2.62395,0
19.30705,1.69000,0.34072,-0.50340,10,7,2.61151,50.42051,19.30705,1.70034,1
15.81937,2.49605,0.67645,0.10086,11,11,1.93048,30.53899,15.81937,-2.43816,1
15.81477,2.36263,0.36911,-0.20027,14,7,1.66478,26.32807,15.81477,2.39169,5
24.48352,2.74019,0.31772,0.15107,12,13,1.26756,31.03442,24.48352,2.74329,1
18.69222,2.03001,0.76836,-0.61565,9,23,2.35090,43.94349,18.69222,-2.02984,1
32.41247,2.02243,0.98260,0.24912,14,13,1.10871,35.93618,32.41247,2.01337,1
6.68892,2.03367,0.53852,-0.14594,10,13,2.33118,15.59306,6.68892,-2.02441,1
19.07947,1.97438,0.44109,0.13797,11,11,1.50223,28.66176,19.07947,-1.94916,1
27.99791,2.69849,1.00000,0.04156,17,11,1.26706,35.47494,27.99791,2.65875,0
21.28224,2.53595,0.94630,0.24565,14,11,1.14560,24.38092,21.28224,-2.54772,0
40.06917,1.85548,1.00000,-0.37862,12,33,1.81488,72.72090,40.06917,-1.86260,1
0.53125,2.66748,1.00000,-0.25048,4,13,7.71948,4.10100,0.53125,-2.74560,5
8.56956,2.01369,0.56344,-0.15712,8,11,1.70084,14.57543,8.56956,-1.99054,1
29.96096,2.05689,0.55172,-0.66335,10,43,1.00657,30.15780,29.96096,2.06718,5
22.17017,2.78690,1.00000,0.02511,13,13,1.95827,43.41511,22.17017,2.76662,1
25.48112,1.92717,0.76740,-0.51202,10,11,1.34631,34.30546,25.48112,1.90896,5
5.47443,2.49870,0.45401,-0.38429,8,19,4.40481,24.11382,5.47443,2.47017,4
11.50278,2.56022,0.82415,-0.04946,10,11,1.54923,17.82045,11.50278,-2.58137,1
27.03717,1.85482,0.96364,0.08639,12,13,1.18527,32.04626,27.03717,-1.83113,1
22.58452,2.10550,0.82832,0.24912,13,13,3.49296,78.88679,22.58452,2.09941,4
22.22999,1.88151,0.43414,-0.45088,11,35,1.35811,30.19088,22.22999,-1.86619,5
47.22702,2.29887,0.96543,-0.64456,22,35,1.15908,54.73972,47.22702,-2.27007,0
46.47660,1.82841,0.83936,-0.28340,13,11,2.45169,113.94644,46.47660,-1.80423,1
12.94147,2.24599,0.84239,0.15496,12,11,1.30558,16.89615,12.94147,2.27598,1
47.82150,1.88796,1.00000,-0.49293,19,27,1.55187,74.21298,47.82150,1.88036,1
18.22675,2.02582,0.77453,0.24354,16,11,1.86564,34.00455,18.22675,1.99932,1
12.36845,1.85567,1.00000,-0.53191,11,34,1.60044,19.79491,12.36845,-1.85827,0
27.91974,1.81700,0.89333,0.13797,11,11,1.40871,39.33084,27.91974,-1.80475,1
10.29779,1.88300,1.00000,-0.36938,12,23,1.27570,13.13685,10.29779,1.81469,0
25.19436,2.57668,1.00000,0.02160,19,13,2.82682,71.21986,25.19436,-2.57557,4
49.09383,1.68094,0.40570,-0.48198,12,43,1.80151,88.44292,49.09383,-1.70421,4
